Word,Count
reducer,69
\"\inflate:\,69
spread,69
top-level,69
brackets,69
application,69
\Tracev((stderr,\,69
APIs,69
.Len,69
Found,69
4],69
pool,69
`patterns`,69
processor,69
reports,69
regardless,69
\2015-present,\,68
separately,68
Inserts,68
overflow,68
deleted,68
{Mixed},68
moves,68
are:,68
\streams,\,68
Decodes,68
`source`,68
depends,68
repeat,68
\points,\,68
constructors,68
ietf//dtd,68
\comparator,\,68
rsvp,68
_read(n),68
Insert,68
configurable,68
operating,68
\ended,\,68
Visit,67
gracefully,67
\2],\,67
'A',67
\JS,\,67
Text,67
shortcut,67
no-new,67
subtree,67
4:,67
';,67
\available,\,67
completely,67
mutations,67
@ts-ignore,67
releases,67
difference,67
[],67
\component,\,67
parsers,67
initialization,67
restore,67
join,67
separated,67
meaning,66
manipulation,66
direction,66
speed,66
primary,66
print,66
Web,66
param,66
\from,\,66
share,66
mutable,66
produced,66
assumes,66
minimum,66
\'fred',\,66
execute,66
primitive,66
subsequent,66
Swap,66
responder,66
Can,66
bump,66
Line,66
Called,66
fake,66
{Module},66
executing,66
1],66
mock,66
Context,65
IE8,65
Name,65
file's,65
according,65
in-place,65
round,65
Maybe,65
succeed,65
frozen,65
Match,65
middleware,65
no-undef,65
subset,65
promote,65
We'll,65
miss,65
altered,65
documented,65
\boolean,\,65
seen,65
\state,\,65
32,65
\added,\,65
Punycode,65
manner,65
\values,\,65
Big,65
endorse,65
bind,65
exactly,65
interpreted,64
(function,64
trap,64
wrapping,64
CJK,64
'r',64
't',64
prefer,64
compatible,64
queued,64
Interface,64
\this,\,64
no-console,64
pop,64
omitted,64
alternate,64
Value,64
\"\"\,\,64
exceptions,64
\field,\,63
unmatched,63
colon,63
towards,63
+=,63
`__proto__`,63
say,63
Serialize,63
programmer,63
52,63
`\n`,63
Adding,63
'9',63
}());,63
invocation,63
\apply,\,63
WebKit,63
Currently,63
setup,63
counts,63
symlink,63
contiguous,63
problematic,63
appended,62
prevents,62
leaves,62
hooks,62
'Z',62
generally,62
Production::,62
fall,62
register,62
Apply,62
days,62
receive,62
DevTools,62
uri,62
instruction,62
marks,62
watch,62
exhausted,62
Babel,62
[string=''],62
Continuation,62
See:,62
Lines,62
lookahead,62
breaks,62
\immediately,\,62
v8,62
SEQUENCE,62
easier,62
Control,62
as-is,62
recursive,61
whatever,61
Object.create(null);,61
'p',61
'$',61
Wilson,61
inlined,61
others,61
Instance,61
Export,61
\length,\,61
giving,61
\Also,\,61
collected,61
webkit,61
Generate,61
dirname,61
Z_NULL,61
(not,61
'..',61
Now,61
(value),61
play,61
underlying,61
pushed,61
exclude,61
{...*},61
abort,61
letter,61
sourceRoot,61
\compatibility,\,61
app,61
6th,61
twice,61
Authors,61
\[Function],\,61
pointers,61
implied,61
\column,\,61
\called,\,61
wraps,61
'z',61
deviates,60
costs,60
tells,60
guide,60
lookup,60
ref,60
\missing,\,60
delimiter,60
ms,60
enforce,60
array-like,60
incrementally,60
Whitespaces,60
URI,60
`promises`,60
→,60
string},60
\expression,\,60
forth,60
`Array.prototype.forEach`,60
obj);,60
attributeNamespace,60
<1.3.0,60
Sign,60
\(/),\,60
s;,60
>=2.0.0,60
25:,60
inflated,60
\options,\,60
punycode,60
comparing,60
node's,60
Url,60
reached,60
Invokes,60
utility,60
s,59
message:,59
you'll,59
plus,59
retry,59
Recurse,59
destructive,59
encoding/decoding,59
\etc.),\,59
}`,59
Recursive,59
setter,59
Applying,59
third,59
Properties,59
represented,59
Optimized,59
\2015,\,59
\finished,\,59
sourcesContent:,59
Parser,59
worse,59
\used,\,59
locations,59
\type,\,59
almost,59
Douglas,59
Code,59
renderer,59
O(n),59
Christopher,59
external,59
\nodes,\,59
ast,59
preferable,59
caught,59
Event,59
Close,59
workers,59
Execute,59
\(value,\,59
fromIndex,58
Case,58
OWNER,58
module:ControlFlow,58
fields:,58
aIdx,58
Finds,58
pieces,58
Warn,58
[snapdragon-node][],58
gzip,58
val:,58
quantities,58
mounted,58
\absolute,\,58
(relative,58
Extract,58
lexical,58
\instance,\,58
011111,58
XML,58
\mutated,\,58
parallel,58
Work,58
deflated,58
tracking,58
setTimeout,58
encodings,58
trimming,58
'path',58
hasn't,58
https://code.google.com/p/closure-compiler/source/browse/trunk/src/com/google/debugging/sourcemap/Base64VLQ.java,58
{RegExpLexer},58
i]`,58
stat,58
101011,58
{int},58
scheme-relative,58
reject,58
loses,58
selection,58
O(1),58
Compiler:,58
.line,58
therefore,58
\strings,\,58
Enable,58
right-most,58
$FlowIgnore:,58
Edge,57
line/col,57
computed,57
wacky,57
keyed,57
unicode,57
\`join('http://',\,57
vendor,57
mappingB,57
Joins,57
obtain,57
trades,57
\source/line/column,\,57
benefits,57
indexOf),57
\copying,\,57
constant,57
identical,57
'//www.example.org')`,57
work-in-progress,57
\consistency,\,57
original:,57
'<dir>/..',57
'www.example.com')`,57
\file:///,\,57
aMapping,57
Joining,57
sourceRoot),57
\fits,\,57
51:,57
61:,57
generated:,57
borrow,57
relative;,57
\"\line"\\,57
\cases,\,57
mappingA,57
\range,\,57
accessor,57
\1).join("\../"\)\,57
supportsNullProto,57
'www.example.com',57
\aRoot,\,57
`y`,57
Serves,57
\http://,\,57
coerce,57
Attempts,57
uncaught,57
infimum,57
Recursively,57
pathological,57
SourceMapConsumer's,57
\.column,\,57
ABCDEFGHIJKLMNOPQRSTUVWXYZ,57
Cases,57
neglibable,57
Externalize,57
haystack,57
classified,57
chooses,57
optimistic,57
aPath;,57
end(),57
subscription,57
\arguments,\,57
(s),57
And,57
minimium,57
\"\"\);\,57
sub-source-map,57
*and*,57
paths/URLs,57
0123456789,57
aOriginal,57
`ary`,57
Array(level,57
\`join(foo,\,57
conscious,57
aPath.substr(aRoot.length,57
X,57
exports.relative,57
\ownership,\,57
https://github.com/mozilla/source-map/pull/31,57
\expensive,\,57
\"\__proto__"\.length\,57
\flat,\,57
63:,57
globals,57
Token,57
$/)),57
\argument,\,57
speedup,57
Main,57
match),57
creation,57
source/name/original,57
concatenates,57
https://github.com/Polymer/polymer-bundler/pull/519,57
extracting,57
awaiting,57
\"\../"\\,57
\yet,\,57
parameter/options,57
sourcesContents,57
exported,57
'http://',57
++level;,57
https://github.com/mozilla/source-map/issues/30,57
\URI,\,57
!('__proto__',57
\such,\,57
aSourceMapPath,57
abcdefghijklmnopqrstuvwxyz,57
contained,57
62:,57
composed,57
loading,57
<number>,57
Verify,57
transforms,56
\input,\,56
foo(),56
d:,56
deferred,56
\callback,\,56
listed,56
thousands,56
\"\map"\\,56
[1],56
vector,56
Cache,56
Windows-style,56
`Array.prototype.sort`,56
correspond,56
graph,56
outlined,56
#72,56
capturing,56
2012,56
exploit,56
partially,56
Shared,56
''),56
Walks,56
starts),56
delay,56
encrypt,56
\x,\,56
(protected),56
Immediately,56
O(n^2),56
typically,56
particularly,56
`arguments`,56
frequency,56
lowercase,56
queries,56
potentially,56
\estimate,\,56
begin,56
\bound,\,56
quoted,56
*not*,56
\instantiated,\,56
Ajv,56
`node.nodes`,56
MemberExpression,56
assumed,56
j-1]`,55
prepending,55
`ary[i+1,55
`generatedColumn`,55
needle.originalColumn,55
aOrder,55
https://bugzilla.mozilla.org/show_bug.cgi?id=885597,55
\"\app.js"\,\,55
Processed,55
\"\column"\\,55
lists,55
`customizer`,55
\0-based,\,55
aSourceMap,55
VM's,55
\"\mapping"\:\,55
interpolating/concatenating,55
generatedLine:,55
eol,55
trace,55
edit,55
aLow,55
Flag,55
'names',55
`REGEX_NEWLINE`,55
field),55
JIT'd,55
necessarily,55
String.prototype.replace,55
BasicSourceMapConsumer.prototype._findMapping,55
\message,\,55
\fact,\,55
aContext,55
self-host,55
await,55
\indexed,\,55
asset,55
\"\lastGeneratedColumn"\\,55
\column:10},\,55
IndexedSourceMapConsumer,55
aReplacement,55
feature,55
spec[0]:,55
3);,55
originalLine:,55
bugzil.la/1090768,55
IndexedSourceMapConsumer.prototype.sourceContentFor,55
2009-2011,55
\"\indexed"\\,55
charCodeAt(),55
aLine,55
\"\needle"\\,55
`shiftNextLine`,55
hypothetical,55
\"\section.js"\,\,55
coerced,55
network,55
\{line:100,\,55
15,55
aHigh,55
\(valid,\,55
https://docs.google.com/document/d/1U1RGAehQwRypUTovF1KRlpiOFze0b-_2gc6fAH0KY0k/edit#heading=h.535es3xeprgt,55
`aStr`,55
partitioning,55
piping,55
`__originalMappings`,55
Newline,55
asynchronicity,55
`SourceMapConsumer.ORIGINAL_ORDER`,55
Hash,55
maintaining,55
`SourceNode`s,55
bugzil.la/889492,55
aRelativePath,55
`__generatedMappings`,55
(most?),55
Partitioning,55
\section,\,55
why??),55
LICENSE.txt,55
\than,\,55
`this.children`,55
JS-implemented,55
original's,55
lets,55
\spec[0],\,55
Support,55
{Array|string},55
(capturing,55
manifest,55
deviate,55
`ary[p,55
unescaped,55
Github,55
`\r\n`,55
2015,55
`low,55
aColumn,55
3.3,55
several,55
aChunks,55
`r`,55
\"\foo.js"\\,55
`j`,55
assets,55
queried,55
originalColumn:,55
`generatedLine`,55
high`,55
`p`,55
\"\mapping.generatedColumn"\\,55
\"\AA,AB;;ABCDE;"\\,55
`String.prototype.join`,55
speed-up,55
generatedColumn:,55
#191,55
https://docs.google.com/document/d/1U1RGAehQwRypUTovF1KRlpiOFze0b-_2gc6fAH0KY0k/edit?pli=1#,55
aPattern,55
aSourceContent,55
~3500ms,55
\(below),\,55
https://github.com/mozilla/source-map/issues/16,55
conversion,55
aSep,55
outweigh,55
\"\remainingLines"\\,55
enum,55
columnt,55
aGeneratedCode,55
reuse,55
\"\haystack"\\,55
hoops,55
\"\out.js"\,\,55
aName,55
CPU-intensive,55
\"\AAAA,E;;ABCDE;"\\,55
#199,55
\"\mappings"\\,55
`bench/bench.html`,55
\"\./foo.js"\\,55
strikes,55
referrenced,55
`aCallback`,55
bugzil.la/1188982,55
aCallback,55
\deduplicated,\,55
CHANGE,55
\ArraySets),\,55
optimize,54
caller,54
Reads,54
owner,54
combined,54
alter,54
watcher,54
`ms`,54
connect,54
`_`,54
opaque,54
flash,54
collect,54
link,54
avoidance,54
XSSI,54
fires,54
DEV,54
\specification),\,54
\[4,\,54
shim,54
':',54
question,53
relocating,53
\purpose,\,53
reduction,53
sourceMapURL).toString(),53
route,53
\SourceMapConsumer,\,53
non-enumerable,53
applies,53
\“sourceRoot”,\,53
List,53
sourceMapURL,53
Cohen,53
usually,53
==>,53
purposes,53
aStr2,53
commands,53
buggy,53
aStr1,53
\exist,\,53
reject(new,53
mutates,53
codepoint,53
destructuring,53
Ethan,53
\finish,\,53
leave,53
flushed,53
interval,53
transformations,53
larger,53
`console.log`,53
decrypt,53
\start,\,53
“source”,53
bundle,53
@extends,53
\URL(sourceURL,\,53
Move,53
document),53
“sources”,53
Suspense,52
scopes,52
Fallback,52
rely,52
sides,52
\n,52
traverse,52
Send,52
cookies,52
paren,52
\names,\,52
`map`,52
managing,52
promise3,52
Duplex,52
{!Object},52
skipping,52
\1],\,52
visitor,52
<instr>*,52
Using,52
undo,52
possibly,52
conflicts,52
minimal,52
inherit,52
no-new-func,52
ok,52
\present,\,52
curly,51
`_.map`,51
U+002D,51
newly,51
alternative,51
E.g,51
\on,\,51
struct,51
suitable,51
Search,51
black,51
http,51
|sources|,51
LETTER,51
features,51
<string>,51
prop:,51
Invoke,51
Makes,51
construct,51
Assume,51
Clone,51
comparators,51
branch,51
LATIN,51
hwm,51
asked,51
onwrite,51
Does,51
FIXME:,51
selected,51
Both,51
aSourceMapURL,51
weird,50
options),50
exposed,50
ES,50
reporting,50
sibling,50
method:,50
strategy,50
engine,50
emitter,50
symmetric,50
cache),50
haven't,50
increasing,50
{ASTNode[]},50
'*',50
Unlike,50
password,50
ES3,50
\end,\,50
\context,\,50
'drain',50
tokenizer,50
\property,\,50
Constants,50
@ts-ignore:,50
persisted,50
filePath,50
\'c'],\,50
node’s,49
@callback,49
secret,49
true);,49
composition,49
generation,49
2),49
earlier,49
refer,49
fs,49
overwrite,49
Will,49
conditionally,49
descendant,49
entity,49
wants,49
Validates,49
chance,49
(var,49
filters,49
lot,49
`result`,49
awaitDrain,49
color:,49
Store,49
non-ASCII,49
utf8,49
inherits,49
mm,49
`input`,49
<percentage>,49
'{',49
javascript,49
@deprecated,49
Acorn,49
node.js,49
bail,49
\FLUSH_BLOCK(s,\,48
<2.0.0,48
compile,48
Electron,48
\now,\,48
complex,48
`predicate`,48
undefined),48
\b,\,48
compress,48
updating,48
decide,48
----------------------------------------------------------------------,48
memoized,48
this.startNode();,48
https://rwaldron.github.io/proposal-math-extensions/,48
Step,48
Redux,48
Merge,48
restart,48
dispatches,48
problems,48
global-require,48
positional,48
unwrapped,48
op,48
this;,48
consumes,48
Browser,48
authors,48
\"\%c"\\,48
Change,48
From,48
SOLIDUS,48
imported,48
jsdom,48
env-specific,48
HYPHEN-MINUS,48
Regular,48
Example,48
{postcss.Rule,48
little,48
payload,48
require('micromatch');,48
Updates,48
\{},\,47
3;,47
big,47
optimized,47
Must,47
ints,47
Digital,47
@function,47
listening,47
CLI,47
{String|Number},47
claim,47
Same,47
After,47
\props,\,47
Copies,47
`Object#toString`,47
Type,47
preceded,47
2019,47
configs,47
'bar',47
`new,47
\children,\,47
utilities,47
vErrors,47
separators,47
product,47
finally,47
libraries,47
at-rule,47
touch,47
arity,47
\is,\,47
2.0,47
redistribute,46
\byte,\,46
entities,46
Other,46
function(callback),46
watched,46
et,46
etc.),46
parenthesis,46
Uint8Array,46
Jest,46
ignores,46
operators,46
(a,46
ignoring,46
converts,46
IDs,46
env,46
trust,46
'=',46
language,46
1.9.3,46
Even,46
Compile,46
\errors,\,46
ended,46
ahead,46
w/o,46
Class,46
paused,46
anonymous,46
\"\+u+"\\,46
\function(),\,46
`typeof`,46
windows,45
expr,45
refers,45
next:,45
hexadecimal,45
{};,45
development,45
Run,45
__webpack_public_path__,45
Puzrin,45
stats,45
filepath,45
Initializes,45
e)throw,45
Huffman,45
tracks,45
\tree,\,45
│,45
re-render,45
here:,45
transformation,45
entirely,45
webpackBootstrap,45
lint,45
minor,45
belongs,45
damages,45
Vitaly,45
Clear,45
num);,45
cycle,45
tested,45
\Bazaar,\,45
Options:,45
\result,\,45
function(o),45
styles,45
suppress,45
Plugin,45
throwing,45
(__webpack_modules__),45
Script,45
$FlowFixMe,45
{Chunk},45
choices,45
delta,45
**********************************************************************,45
\check,\,45
extended,45
serialize,44
backslash,44
grouped,44
[guard],44
`debug`,44
reads,44
[/,44
emission,44
pick,44
user-supplied,44
anyone,44
heap,44
@param-,44
key]);,44
Message,44
hydration,44
\work,\,44
Element,44
FIXME,44
(such,44
normalizer,44
iframe,44
f,44
\processed,\,44
Foo(),44
purpose,44
committed,44
observed,44
lowest,44
restricted,44
\g,\,44
`toStringTag`,44
(this,44
@,43
readline,43
Fast,43
2014-2017,43
title,43
(including,43
(vErrors,43
\arrays,\,43
`instanceof`,43
fetch,43
accompanying,43
ugly,43
removes,43
targetKey,43
index]);,43
disables,43
ids,43
performs,43
primitives,43
generating,43
asynchronously,43
mount,43
Native,43
useless,43
limited,43
seconds,43
\digits,\,43
Length,43
Coerce,43
['+',42
iterable,42
math_expression,42
Copyrights,42
params:,42
container’s,42
TESTS,42
any),42
-0,42
FunctionExpression,42
<signed-integer>,42
complexity,42
applicable,42
'-'],42
escaping,42
Escape,42
asn1,42
neither,42
this.a,42
IV,42
(this.tok.type,42
Yahoo,42
\Error('"\'+e+'"\\,42
\First,\,42
following:,42
Zakas,42
Welcome,42
goal,42
\digit,\,42
prime,42
optional:,42
fsevents,42
There's,42
`_.matches`,42
garbage,42
iterating,42
settled,42
'binary',42
respond,42
'?'*,42
Special,42
diagonal,42
decimal,42
controlled,42
Before,42
P,42
identify,42
shift,42
Nicholas,42
incorrect,41
Colors,41
ping,41
loops,41
initially,41
suspend,41
CallExpression,41
Common,41
granted,41
model,41
warranty,41
intervals,41
\implementation,\,41
UTF-16LE,41
says,41
resolves,41
—,41
decl,41
bubble,41
Config,41
connected,41
shows,41
providing,41
Comment,41
rows,41
flowing,41
scan,41
q,41
radix,41
bitmasks,41
\internally,\,41
redundant,41
immediate,41
safely,41
attempts,41
Longley,41
annotation,41
gives,41
[predicate=_.identity],41
1.2.0,41
skipped,41
beyond,41
snapshot,41
project,41
\synchronously,\,41
Dave,41
\defined,\,41
extglob,41
situation,41
\numbers,\,40
promise1,40
<utatane.tea@gmail.com>,40
timers,40
asking,40
guaranteed),40
reason.message,40
falsy,40
`Object`,40
unary,40
constructed,40
\applications,\,40
wrote,40
callsite,40
quoteMark,40
assignments,40
allocate,40
kF,40
blocked,40
Suzuki,40
Yusuke,40
non-zero,40
analysis,40
UTF-16,40
big-endian,40
semantics,40
builds,40
interactions,40
\equivalent,\,40
columns,40
'foo'});,40
Information,40
Current,40
(iteration,40
noop,40
(dataPath,40
vim:,40
largest,40
\valid,\,40
`-1`,40
sw=4,40
breaking,40
\3],\,40
U+002B,40
sourceCode,40
\'b'],\,40
expanded,40
invariant,40
STRING,40
replacing,40
XOR,40
accumulator,40
super,40
Resolve,40
invoking,40
(+),40
units,40
behaviour,40
`obj`,40
S,40
argument:,40
@internal,39
values:,39
\scope,\,39
to:,39
fine,39
square,39
saves,39
intermediate,39
IE11,39
Assert,39
Everything,39
non-standard,39
commercial,39
it'll,39
tab,39
`_.matchesProperty`,39
arising,39
liable,39
<var>,39
emoji,39
surrounding,39
}},39
attach,39
PLUS,39
128,39
polyfilled,39
[customizer],39
shorter,39
think,39
\option,\,39
ts=4,39
`console.log()`,39
\"\length"\\,39
reasons,39
\keys,\,39
depend,39
synthetic,39
Data,39
###,39
Max,39
incomplete,39
Infinity,39
restrictions:,39
schema:,39
\'utf8',\,39
null;throw,39
\TypeError("\Expected\,39
\promise,\,39
fired,39
self,39
Anything,39
configured,39
great,39
/CommonJS,38
ROTR,38
\form,\,38
cloning,38
resolver,38
Figure,38
\"\?"\\,38
buffering,38
anymore,38
package.json,38
✓,38
j,38
\process,\,38
ordering,38
applications,38
highest,38
this.tok.type,38
.CommonJS,38
'[',38
disk,38
argv,38
\bits,\,38
AsyncMode,38
Got,38
foo:,38
reporter,38
Extractor,38
accepted,38
preserved,38
\"\;var\,38
[opts],38
\characters,\,38
N,38
req,38
logical,38
siblings,38
MAY,38
commas,38
successfully,38
